X,Y,Z,Name,gx_media_links,WANTED
109.186107,24.3949479,0,Chinese Long - Dragon,,
110.5703843,24.3549199,0,Chinese Long - Dragon,,
112.0205795,25.1132731,0,Chinese Long - Dragon,,
112.9214583,25.7284714,0,Chinese Long - Dragon,,
113.5366926,26.4585905,0,Chinese Long - Dragon,,
114.6792706,27.1645611,0,Chinese Long - Dragon,,
114.1299541,28.0795573,0,Chinese Long - Dragon,,
113.2158643,27.9273493,0,Chinese Long - Dragon,,
112.2183331,27.5743335,0,Chinese Long - Dragon,,
111.0537824,26.7532786,0,Chinese Long - Dragon,,
110.8685316,27.036358,0,Chinese Long - Dragon,,
111.3880827,27.8665689,0,Chinese Long - Dragon,,
111.2954814,29.0828799,0,Chinese Long - Dragon,,
111.0098367,30.1525527,0,Chinese Long - Dragon,,
109.6695046,30.7019952,0,Chinese Long - Dragon,,
108.5379129,30.7586569,0,Chinese Long - Dragon,,
108.0386568,30.4895771,0,Chinese Long - Dragon,,
107.4557596,29.9909239,0,Chinese Long - Dragon,,
105.5166729,28.9676013,0,Chinese Long - Dragon,,
104.6429597,29.0352357,0,Chinese Long - Dragon,,
104.2010998,29.6215719,0,Chinese Long - Dragon,,
104.2312724,30.7680968,0,Chinese Long - Dragon,,
104.5718483,31.3046646,0,Chinese Long - Dragon,,
104.6817115,32.145679,0,Chinese Long - Dragon,,
105.8514413,32.5778336,0,Chinese Long - Dragon,,
106.307688,32.2851038,0,Chinese Long - Dragon,,
106.9455811,32.2530258,0,Chinese Long - Dragon,,
107.0767311,31.9594476,0,Chinese Long - Dragon,,
107.779856,31.9687683,0,Chinese Long - Dragon,,
108.4829811,31.847527,0,Chinese Long - Dragon,,
108.9948607,31.4851152,0,Chinese Long - Dragon,,
110.0650123,31.3422053,0,Chinese Long - Dragon,,
111.0672679,31.1055829,0,Chinese Long - Dragon,,
111.5152076,31.0508787,0,Chinese Long - Dragon,,
111.8010702,31.3551346,0,Chinese Long - Dragon,,
111.4148166,31.8731467,0,Chinese Long - Dragon,,
111.3076431,31.83934,0,Chinese Long - Dragon,,
111.1474427,31.6158036,0,Chinese Long - Dragon,,
111.0154627,31.3363271,0,Chinese Long - Dragon,,
109.1775638,31.8193801,0,Chinese Long - Dragon,,
108.3034635,32.2737245,0,Chinese Long - Dragon,,
108.24203,32.3484209,0,Chinese Long - Dragon,,
108.1641243,32.6229634,0,Chinese Long - Dragon,,
108.0341163,32.795804,0,Chinese Long - Dragon,,
108.0385727,32.8761763,0,Chinese Long - Dragon,,
108.1234798,33.0046649,0,Chinese Long - Dragon,,
108.2386556,32.9994868,0,Chinese Long - Dragon,,
108.3342167,32.9680619,0,Chinese Long - Dragon,,
108.7507257,32.8556373,0,Chinese Long - Dragon,,
110.1858618,33.1999165,0,Chinese Long - Dragon,,
110.7326244,33.2107518,0,Chinese Long - Dragon,,
111.1526585,33.3560576,0,Chinese Long - Dragon,,
111.1953831,33.557158,0,Chinese Long - Dragon,,
111.1953871,33.5571555,0,Chinese Long - Dragon,,
111.1953869,33.5571589,0,Chinese Long - Dragon,,
111.1956775,33.5748314,0,Chinese Long - Dragon,,
111.0812801,33.6878058,0,Chinese Long - Dragon,,
107.4776827,34.0549554,0,Chinese Long - Dragon,,
107.5633197,34.0488318,0,Chinese Long - Dragon,,
107.6335634,34.0503117,0,Chinese Long - Dragon,,
107.4776827,34.0549554,0,Chinese Long - Dragon,,
107.989835,34.0302389,0,Chinese Long - Dragon,,
108.0158966,34.0357667,0,Chinese Long - Dragon,,
108.0426776,34.0485776,0,Chinese Long - Dragon,,
108.0938735,34.0702497,0,Chinese Long - Dragon,,
107.989835,34.0302389,0,Chinese Long - Dragon,,
107.8780113,34.1468507,0,Chinese Long - Dragon,,
107.7909302,34.1434696,0,Chinese Long - Dragon,,
107.7220726,34.1430357,0,Chinese Long - Dragon,,
107.6721007,34.0953015,0,Chinese Long - Dragon,,
107.6335634,34.0503117,0,Chinese Long - Dragon,,
107.7285195,34.0130284,0,Chinese Long - Dragon,,
107.8033482,34.0078467,0,Chinese Long - Dragon,,
107.8369439,34.0072165,0,Chinese Long - Dragon,,
107.989835,34.0302389,0,Chinese Long - Dragon,,
107.8780113,34.1468507,0,Chinese Long - Dragon,,
107.0648196,33.3788154,0,Chinese Long - Dragon,,
107.0699906,33.3857436,0,Chinese Long - Dragon,,
106.9236947,33.4598563,0,Chinese Long - Dragon,,
106.751064,33.4381091,0,Chinese Long - Dragon,,
106.6736852,33.3650913,0,Chinese Long - Dragon,,
106.843371,33.3183654,0,Chinese Long - Dragon,,
106.8822293,33.3177977,0,Chinese Long - Dragon,,
106.9185818,33.3239434,0,Chinese Long - Dragon,,
106.9706967,33.3244932,0,Chinese Long - Dragon,,
107.0648196,33.3788154,0,Chinese Long - Dragon,,
104.6817115,32.145679,0,Chinese Long - Belly,,
104.5219837,31.9337138,0,Chinese Long - Belly,,
104.0355148,31.328923,0,Chinese Long - Belly,,
102.8909436,29.6286866,0,Chinese Long - Belly,,
103.2962477,28.193575,0,Chinese Long - Belly,,
103.940437,28.0389406,0,Chinese Long - Belly,,
105.0170971,27.7281952,0,Chinese Long - Belly,,
106.8261432,28.5520688,0,Chinese Long - Belly,,
108.1973367,30.4181869,0,Chinese Long - Belly,,
108.5327544,30.8264814,0,Chinese Long - Belly,,
106.8348643,29.6195056,0,Chinese Long - Belly,,
105.516676,28.9676027,0,Chinese Long - Belly,,
104.6429597,29.0352357,0,Chinese Long - Belly,,
104.2722431,29.4915543,0,Chinese Long - Belly,,
104.2010998,29.6215719,0,Chinese Long - Belly,,
104.173337,30.5792073,0,Chinese Long - Belly,,
104.6836715,31.5104211,0,Chinese Long - Belly,,
105.6391197,32.3891639,0,Chinese Long - Belly,,
105.733809,32.5303745,0,Chinese Long - Belly,,
105.5786949,32.6231085,0,Chinese Long - Belly,,
104.6817115,32.145679,0,Chinese Long - Belly,,
118.0221871,30.1437446,0,Chinese Long - Belly,,
118.1320504,30.1152387,0,Chinese Long - Belly,,
118.2442461,29.7117159,0,Chinese Long - Belly,,
118.9395453,30.8227676,0,Chinese Long - Belly,,
118.7362985,30.6459889,0,Chinese Long - Belly,,
118.2089547,30.4946403,0,Chinese Long - Belly,,
118.1320505,30.3430559,0,Chinese Long - Belly,,
118.0661595,30.2322012,0,Chinese Long - Belly,,
118.0221871,30.1437446,0,Chinese Long - Belly,,
100.9756605,27.6000504,0,Chinese Long - Scales,,
100.7360688,26.7943031,0,Chinese Long - Scales,,
101.592585,26.7762931,0,Chinese Long - Scales,,
101.6333976,26.1932385,0,Chinese Long - Scales,,
102.1711584,26.6152774,0,Chinese Long - Scales,,
100.9756605,27.6000504,0,Chinese Long - Scales,,
101.1239759,27.4100319,0,Chinese Long - Scales,,
100.6631192,28.800835,0,Chinese Long - Scales,,
100.9927091,29.6159249,0,Chinese Long - Scales,,
101.2673673,30.3391778,0,Chinese Long - Scales,,
101.4870939,30.8875694,0,Chinese Long - Scales,,
101.992465,31.4609572,0,Chinese Long - Scales,,
102.4319181,31.8723841,0,Chinese Long - Scales,,
102.9922208,32.1611557,0,Chinese Long - Scales,,
103.7832364,32.5324156,0,Chinese Long - Scales,,
104.002963,32.7729156,0,Chinese Long - Scales,,
104.1002684,32.873861,0,Chinese Long - Scales,,
103.23392,33.2335918,0,Chinese Long - Scales,,
103.1460294,32.5416776,0,Chinese Long - Scales,,
102.2561368,32.7544386,0,Chinese Long - Scales,,
102.1243009,32.1146412,0,Chinese Long - Scales,,
102.0341217,32.2058867,0,Chinese Long - Scales,,
101.3277921,32.3237693,0,Chinese Long - Scales,,
101.4188875,31.7270855,0,Chinese Long - Scales,,
101.5749845,31.6435189,0,Chinese Long - Scales,,
100.6521329,31.601421,0,Chinese Long - Scales,,
100.8938321,30.9629653,0,Chinese Long - Scales,,
100.1907071,30.6184892,0,Chinese Long - Scales,,
100.5705552,30.0495707,0,Chinese Long - Scales,,
100.8279142,30.0923423,0,Chinese Long - Scales,,
100.1357755,29.6254755,0,Chinese Long - Scales,,
100.3884611,29.1276484,0,Chinese Long - Scales,,
99.9050626,28.7526873,0,Chinese Long - Scales,,
100.3670959,28.4005578,0,Chinese Long - Scales,,
100.5316055,28.4532095,0,Chinese Long - Scales,,
100.2676115,27.9307981,0,Chinese Long - Scales,,
101.1239759,27.4100319,0,Chinese Long - Scales,,
105.2105746,33.357492,0,Chinese Long - Scales,,
105.9369373,33.6836084,0,Chinese Long - Scales,,
105.9150036,33.9387925,0,Chinese Long - Scales,,
106.3656113,34.1127639,0,Chinese Long - Scales,,
106.9460465,34.3201411,0,Chinese Long - Scales,,
107.5054341,34.3835535,0,Chinese Long - Scales,,
107.0227969,34.8799,0,Chinese Long - Scales,,
106.8199179,34.4244794,0,Chinese Long - Scales,,
106.5511683,34.8888854,0,Chinese Long - Scales,,
106.4743998,34.4378129,0,Chinese Long - Scales,,
105.7724276,34.6546366,0,Chinese Long - Scales,,
105.9588825,34.2476274,0,Chinese Long - Scales,,
105.1691585,34.4106894,0,Chinese Long - Scales,,
105.7504779,34.1478368,0,Chinese Long - Scales,,
104.905887,34.029776,0,Chinese Long - Scales,,
105.6851096,33.79343,0,Chinese Long - Scales,,
105.4098234,33.5201386,0,Chinese Long - Scales,,
105.2105746,33.357492,0,Chinese Long - Scales,,
110.7613947,32.2116225,0,Chinese Long - Tongue,,
110.8931914,32.3178836,0,Chinese Long - Tongue,,
111.2122214,32.3841686,0,Chinese Long - Tongue,,
111.6040826,32.4705905,0,Chinese Long - Tongue,,
111.8149457,32.5071652,0,Chinese Long - Tongue,,
112.5290418,32.1877991,0,Chinese Long - Tongue,,
112.3665767,32.4116664,0,Chinese Long - Tongue,,
112.2150288,32.5666414,0,Chinese Long - Tongue,,
111.9986889,32.6439477,0,Chinese Long - Tongue,,
111.7445754,32.63472,0,Chinese Long - Tongue,,
111.5391642,32.5344119,0,Chinese Long - Tongue,,
111.057944,32.4567678,0,Chinese Long - Tongue,,
111.2039084,32.5844525,0,Chinese Long - Tongue,,
111.3769038,32.6573556,0,Chinese Long - Tongue,,
111.5768939,32.775687,0,Chinese Long - Tongue,,
111.6470506,33.0072218,0,Chinese Long - Tongue,,
111.528179,32.8983133,0,Chinese Long - Tongue,,
111.422205,32.79575,0,Chinese Long - Tongue,,
111.0795275,32.6891529,0,Chinese Long - Tongue,,
110.9660014,32.5889742,0,Chinese Long - Tongue,,
110.8146086,32.5433963,0,Chinese Long - Tongue,,
110.1774555,32.3462762,0,Chinese Long - Tongue,,
109.1235305,32.4680642,0,Chinese Long - Tongue,,
108.6213304,32.7113433,0,Chinese Long - Tongue,,
108.2532701,32.751722,0,Chinese Long - Tongue,,
108.4397839,32.4597286,0,Chinese Long - Tongue,,
109.156006,32.3524374,0,Chinese Long - Tongue,,
110.4034341,32.1194181,0,Chinese Long - Tongue,,
110.4559811,32.4164015,0,Chinese Long - Tongue,,
110.7613947,32.2116225,0,Chinese Long - Tongue,,
105.5786949,32.6231085,0,Chinese Long - Belly,,
104.6817115,32.145679,0,Chinese Long - Belly,,
104.4381311,31.8437218,0,Chinese Long - Belly,,
103.5664868,30.7450918,0,Chinese Long - Belly,,
102.9083277,29.569042,0,Chinese Long - Belly,,
103.0419245,28.8428389,0,Chinese Long - Belly,,
103.2173497,28.2586913,0,Chinese Long - Belly,,
105.0170971,27.7281952,0,Chinese Long - Belly,,
105.1490395,27.810018,0,Chinese Long - Belly,,
104.6378297,27.9973842,0,Chinese Long - Belly,,
103.4624174,28.4367327,0,Chinese Long - Belly,,
103.4394039,28.5990583,0,Chinese Long - Belly,,
103.1938206,29.2162984,0,Chinese Long - Belly,,
103.2154783,29.702523,0,Chinese Long - Belly,,
103.8297351,30.8581557,0,Chinese Long - Belly,,
104.4439391,31.4963097,0,Chinese Long - Belly,,
105.0142277,32.0743814,0,Chinese Long - Belly,,
105.5786949,32.6231085,0,Chinese Long - Belly,,
105.0172036,28.0429848,0,Chinese Long - Belly,,
104.8632885,28.0583326,0,Chinese Long - Belly,,
104.3140786,28.0817637,0,Chinese Long - Belly,,
105.1490395,27.810018,0,Chinese Long - Belly,,
106.8261432,28.5520688,0,Chinese Long - Belly,,
108.0558598,30.0596392,0,Chinese Long - Belly,,
107.9336681,30.1620529,0,Chinese Long - Belly,,
106.4453198,28.8311254,0,Chinese Long - Belly,,
105.0172036,28.0429848,0,Chinese Long - Belly,,
110.6024746,24.4170291,0,Chinese Long - Belly,,
109.3994092,22.5739615,0,Chinese Long - Belly,,
109.4652264,22.4689317,0,Chinese Long - Belly,,
110.7666087,23.5765422,0,Chinese Long - Belly,,
111.3378978,24.2894984,0,Chinese Long - Belly,,
111.6160427,24.9696192,0,Chinese Long - Belly,,
112.0205795,25.1132731,0,Chinese Long - Belly,,
112.9214583,25.7284714,0,Chinese Long - Belly,,
114.58671,27.1363711,0,Chinese Long - Belly,,
116.3320241,28.1358969,0,Chinese Long - Belly,,
115.7056142,27.8997421,0,Chinese Long - Belly,,
113.8804105,27.0640745,0,Chinese Long - Belly,,
110.2696472,25.4903638,0,Chinese Long - Belly,,
110.7329265,26.7957542,0,Chinese Long - Belly,,
111.2713487,27.6155365,0,Chinese Long - Belly,,
111.2954814,29.0828799,0,Chinese Long - Belly,,
111.0098367,30.1525527,0,Chinese Long - Belly,,
110.0507353,30.5343756,0,Chinese Long - Belly,,
109.6695046,30.7019952,0,Chinese Long - Belly,,
108.5379129,30.7586569,0,Chinese Long - Belly,,
108.0048435,30.2251572,0,Chinese Long - Belly,,
109.9355843,29.7402041,0,Chinese Long - Belly,,
110.2881352,29.4637086,0,Chinese Long - Belly,,
110.6407388,28.6784747,0,Chinese Long - Belly,,
110.3307317,27.7026502,0,Chinese Long - Belly,,
110.2593695,26.8020049,0,Chinese Long - Belly,,
109.7599793,25.9250498,0,Chinese Long - Belly,,
109.186107,24.3949479,0,Chinese Long - Belly,,
109.6760674,24.3999909,0,Chinese Long - Belly,,
110.0524974,24.3095244,0,Chinese Long - Belly,,
110.1955332,23.9123689,0,Chinese Long - Belly,,
110.6024746,24.4170291,0,Chinese Long - Belly,,
111.3378978,24.2894984,0,Chinese Long - Leg,,
111.6160427,24.9696192,0,Chinese Long - Leg,,
111.5026927,24.7193585,0,Chinese Long - Leg,,
111.3378978,24.2894984,0,Chinese Long - Leg,,
111.3378978,24.2894984,0,Chinese Long - Leg,,
111.0192943,23.9586143,0,Chinese Long - Leg,,
110.7666087,23.5765422,0,Chinese Long - Leg,,
111.3378978,24.2894984,0,Chinese Long - Leg,,
110.7666087,23.5765422,0,Chinese Long - Leg,,
109.3994092,22.5739615,0,Chinese Long - Leg,,
110.8105541,24.5495896,0,Chinese Long - Leg,,
110.4336169,24.4339384,0,Chinese Long - Leg,,
110.0524974,24.3095244,0,Chinese Long - Leg,,
109.7119212,23.6570715,0,Chinese Long - Leg,,
109.404304,23.32457,0,Chinese Long - Leg,,
109.0417552,23.2438376,0,Chinese Long - Leg,,
108.7890697,23.435497,0,Chinese Long - Leg,,
108.6132884,23.4052534,0,Chinese Long - Leg,,
108.8110423,23.2236468,0,Chinese Long - Leg,,
108.4814525,23.0721191,0,Chinese Long - Leg,,
108.6792064,22.9103011,0,Chinese Long - Leg,,
108.2507396,22.7584211,0,Chinese Long - Leg,,
108.0529857,22.5962295,0,Chinese Long - Leg,,
107.7563548,22.4643078,0,Chinese Long - Leg,,
107.5586009,22.393221,0,Chinese Long - Leg,,
107.5586009,22.169569,0,Chinese Long - Leg,,
107.7783275,22.1492192,0,Chinese Long - Leg,,
108.1189037,22.2509383,0,Chinese Long - Leg,,
108.3606029,22.4643078,0,Chinese Long - Leg,,
108.4814525,22.3627441,0,Chinese Long - Leg,,
108.162849,22.1288666,0,Chinese Long - Leg,,
107.9101634,21.9965027,0,Chinese Long - Leg,,
108.0419994,21.8946002,0,Chinese Long - Leg,,
108.5034251,22.0270592,0,Chinese Long - Leg,,
108.8549876,22.1899157,0,Chinese Long - Leg,,
109.0857005,22.3729038,0,Chinese Long - Leg,,
109.1679789,22.256126,0,Chinese Long - Leg,,
109.4921947,22.5353582,0,Chinese Long - Leg,,
110.0195384,22.930539,0,Chinese Long - Leg,,
110.3161693,23.1832562,0,Chinese Long - Leg,,
110.7666087,23.5765422,0,Chinese Long - Leg,,
108.6572337,23.420376,0,Chinese Long - Claw,,
108.4869456,23.5312227,0,Chinese Long - Claw,,
108.3001781,23.5866111,0,Chinese Long - Claw,,
108.1353831,23.5463309,0,Chinese Long - Claw,,
108.0419994,23.4606947,0,Chinese Long - Claw,,
107.9815745,23.3346581,0,Chinese Long - Claw,,
108.1573558,23.4506162,0,Chinese Long - Claw,,
108.3496165,23.4002121,0,Chinese Long - Claw,,
108.464973,23.2943011,0,Chinese Long - Claw,,
108.5363841,23.2236468,0,Chinese Long - Claw,,
108.6572337,23.420376,0,Chinese Long - Claw,,
107.6464915,22.7736168,0,Chinese Long - Claw,,
107.459724,22.6976217,0,Chinese Long - Claw,,
107.294929,22.5607245,0,Chinese Long - Claw,,
107.2070384,22.4389239,0,Chinese Long - Claw,,
107.2729564,22.3373415,0,Chinese Long - Claw,,
107.3333812,22.1797427,0,Chinese Long - Claw,,
107.6190257,22.1593945,0,Chinese Long - Claw,,
107.6080394,22.3729038,0,Chinese Long - Claw,,
107.459724,22.3779834,0,Chinese Long - Claw,,
