X,Y,Z,Name,description,gx_media_links
42.198382,7.327863,0,Tree Of Life,,
42.637835,8.633424,0,Tree Of Life,,
42.6158627,8.7420267,0,Tree Of Life,,
41.9237242,8.6008378,0,Tree Of Life,,
41.8191387,7.9467253,0,Tree Of Life,,
41.5941345,6.8372521,0,Tree Of Life,,
41.2985933,6.3877008,0,Tree Of Life,,
40.6932555,6.2478563,0,Tree Of Life,,
39.5177187,5.2750242,0,Tree Of Life,,
38.6717711,4.9248543,0,Tree Of Life,,
40.0128775,6.2824682,0,Tree Of Life,,
41.594395,7.0922051,0,Tree Of Life,,
38.002695,6.878774,0,Tree Of Life,,
41.363543,7.7341965,0,Tree Of Life,,
41.8017657,9.1430324,0,Tree Of Life,,
36.4361678,8.035955,0,Tree Of Life,,
37.6621185,8.5226899,0,Tree Of Life,,
40.7205784,9.1096036,0,Tree Of Life,,
41.8014641,9.6307409,0,Tree Of Life,,
41.6051276,9.6135079,0,Tree Of Life,,
38.4970797,9.3258293,0,Tree Of Life,,
41.561554,9.5920334,0,Tree Of Life,,
41.6051276,9.6135079,0,Tree Of Life,,
38.4970797,9.3258293,0,Tree Of Life,,
39.8310454,15.1025326,0,Vesica Piscis,,
39.8618383,14.6770941,0,Vesica Piscis,,
39.8852615,14.1247439,0,Vesica Piscis,,
39.9286549,13.3832251,0,Vesica Piscis,,
39.9997921,12.8588183,0,Vesica Piscis,,
40.1039072,12.703616,0,Vesica Piscis,,
41.0403437,11.5321902,0,Vesica Piscis,,
41.6514749,10.9825714,0,Vesica Piscis,,
42.4202797,10.8310628,0,Vesica Piscis,,
42.8707549,11.0033409,0,Vesica Piscis,,
43.0797515,11.4449487,0,Vesica Piscis,,
43.1242626,12.3048413,0,Vesica Piscis,,
42.342343,13.4217248,0,Vesica Piscis,,
41.9304593,13.8138106,0,Vesica Piscis,,
41.3023473,14.5043266,0,Vesica Piscis,,
40.588799,14.9111025,0,Vesica Piscis,,
40.0156469,15.3879831,0,Vesica Piscis,,
39.8203399,15.4522448,0,Vesica Piscis,,
39.8310454,15.1025326,0,Vesica Piscis,,
42.414117,11.280326,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.586708,11.434687,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.677379,11.501947,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.60597,11.584038,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.512555,11.612291,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.364324,11.827406,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.295673,11.918793,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.1693007,11.9362622,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.0937163,12.0773095,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.0649501,12.152453,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.1055113,12.258474,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.116848,12.326239,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.0924669,12.4288727,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.0457361,12.475825,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.0017195,12.5012965,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.9509626,12.5294413,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.861703,12.686248,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.7380578,12.8871117,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.6653799,13.0055452,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.5692645,13.0851828,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.5074379,13.1186288,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.4442307,13.1373338,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.4016251,13.1533533,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.3370785,13.1312896,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2810387,13.1309253,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2792404,13.1379209,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2705634,13.1435747,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2591373,13.151908,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2274537,13.1311552,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2101902,13.0796356,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1887093,13.1230586,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1598023,13.1534049,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1539115,13.1673879,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1370681,13.1924665,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1243381,13.2075044,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.118056,13.2355598,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0974432,13.2596286,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0890375,13.2739958,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0710183,13.2696497,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.052833,13.2536049,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0476796,13.2338859,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0644993,13.2128282,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0487128,13.2058148,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0219401,13.2088288,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9924122,13.1864317,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9690653,13.1733937,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.963229,13.1633677,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9580812,13.1575242,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9515585,13.1499989,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9500143,13.1279329,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9642606,13.0537105,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9745625,13.0386629,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9879523,13.0517086,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9935302,13.0542177,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
40.9915135,13.0441001,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0021778,13.0199759,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0272605,13.02863,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0390996,13.018261,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0298305,12.9991952,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0396141,12.9871526,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0555754,12.9834734,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0790938,12.9590556,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0956573,12.9361369,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1217907,12.9333755,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1493,12.9613949,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1571939,12.9694228,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1784777,12.9500123,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2220841,12.9172184,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2327209,12.8630151,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2155626,12.768593,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2474964,12.6610955,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.240959,12.627284,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2505453,12.5320604,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2155174,12.4308299,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2080053,12.2867051,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1821143,12.2285725,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0737398,12.2337289,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1115653,12.2054273,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0285437,12.2039681,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1383019,12.178681,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0200945,12.1641329,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1038154,12.1414189,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.0337266,12.1213899,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1352912,12.129563,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1269851,12.0786492,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1626865,12.0719362,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1719522,12.1363901,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.1990722,12.1645795,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.2395867,12.1699451,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.3151124,12.2746262,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.3837748,12.4221842,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.4304623,12.7023255,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.5227107,12.5986985,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.574316,12.431565,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.5462474,12.3421772,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.5609433,12.2065037,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.578352,12.019808,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.602514,11.825096,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.674951,11.630953,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.83199,11.31847,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.84607,11.242959,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.667631,11.120562,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.777444,11.053566,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.991167,11.194124,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.951271,11.305201,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.845347,11.620914,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.853192,11.778596,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.857771,12.1666059,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
41.955029,11.897309,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.147278,11.709121,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.317558,11.628436,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.454888,11.496574,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.361502,11.418533,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.314815,11.2812,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
42.414117,11.280326,0,Adam and Eve,,https://www.youtube.com/embed/E021tU0fwO4
34.4476551,27.8673239,0,Serpent,,
34.4476552,27.1657968,0,Serpent,,
34.8609735,26.0352646,0,Serpent,,
35.7141593,24.5516354,0,Serpent,,
36.4471669,23.6536629,0,Serpent,,
37.1722644,23.0686954,0,Serpent,,
37.7655262,22.0134245,0,Serpent,,
37.7874988,20.9502369,0,Serpent,,
38.0731435,19.982725,0,Serpent,,
38.2604959,19.1846256,0,Serpent,,
38.8641591,18.5724047,0,Serpent,,
39.4793934,17.8418713,0,Serpent,,
39.8311921,17.0971831,0,Serpent,,
39.8749012,16.6457506,0,Serpent,,
39.7210926,16.2875367,0,Serpent,,
39.8987702,15.7685287,0,Serpent,,
40.2073357,15.5029186,0,Serpent,,
40.5560536,15.315002,0,Serpent,,
40.8416981,15.166603,0,Serpent,,
41.1712879,14.9756512,0,Serpent,,
41.6107411,14.6357618,0,Serpent,,
41.9842762,14.5932383,0,Serpent,,
42.4017567,14.784529,0,Serpent,,
42.5005597,15.515724,0,Serpent,,
42.313866,16.3297137,0,Serpent,,
42.1600575,16.8561533,0,Serpent,,
41.676659,17.2342871,0,Serpent,,
41.1273426,17.4649895,0,Serpent,,
40.7017603,17.7573869,0,Serpent,,
40.0067371,19.2168494,0,Serpent,,
39.4808635,19.52275,0,Serpent,,
39.2175302,20.0143595,0,Serpent,,
38.8202137,20.7654426,0,Serpent,,
38.6444325,22.0337938,0,Serpent,,
38.4714935,22.6102946,0,Serpent,,
37.8331311,23.3510045,0,Serpent,,
37.4359364,23.8547745,0,Serpent,,
37.0184559,24.2560607,0,Serpent,,
36.8646474,24.4562314,0,Serpent,,
36.3812489,24.8954863,0,Serpent,,
36.0713916,25.2641503,0,Serpent,,
35.4929322,26.0426663,0,Serpent,,
35.0968141,26.7607766,0,Serpent,,
34.8056969,27.3409643,0,Serpent,,
34.4476551,27.8673239,0,Serpent,,
-11.328045,21.297686,0,Which Turned In Every Direction,,
-11.418682,21.295127,0,Which Turned In Every Direction,,
-11.490093,21.278493,0,Which Turned In Every Direction,,
-11.535412,21.222176,0,Which Turned In Every Direction,,
-11.572491,21.144066,0,Which Turned In Every Direction,,
-11.582104,21.027464,0,Which Turned In Every Direction,,
-11.557384,20.944121,0,Which Turned In Every Direction,,
-11.503826,20.921033,0,Which Turned In Every Direction,,
-11.400829,20.897942,0,Which Turned In Every Direction,,
-11.301952,20.922316,0,Which Turned In Every Direction,,
-11.205822,21.003107,0,Which Turned In Every Direction,,
-11.15089,21.103074,0,Which Turned In Every Direction,,
-11.156383,21.219616,0,Which Turned In Every Direction,,
-11.200329,21.263136,0,Which Turned In Every Direction,,
-11.328045,21.297686,0,Which Turned In Every Direction,,
28.894023,28.722467,0,Eve Eats The Forbidden Fruit - Hand,,
28.763454,28.65371,0,Eve Eats The Forbidden Fruit - Hand,,
28.717483,28.56268,0,Eve Eats The Forbidden Fruit - Hand,,
28.694506,28.483368,0,Eve Eats The Forbidden Fruit - Hand,,
28.759406,28.500596,0,Eve Eats The Forbidden Fruit - Hand,,
28.817118,28.580261,0,Eve Eats The Forbidden Fruit - Hand,,
28.973673,28.642952,0,Eve Eats The Forbidden Fruit - Hand,,
29.069804,28.63813,0,Eve Eats The Forbidden Fruit - Hand,,
29.08903,28.618844,0,Eve Eats The Forbidden Fruit - Hand,,
28.88029,28.553726,0,Eve Eats The Forbidden Fruit - Hand,,
28.780611,28.483049,0,Eve Eats The Forbidden Fruit - Hand,,
28.823775,28.47995,0,Eve Eats The Forbidden Fruit - Hand,,
28.891854,28.467371,0,Eve Eats The Forbidden Fruit - Hand,,
28.937968,28.493396,0,Eve Eats The Forbidden Fruit - Hand,,
29.060481,28.533512,0,Eve Eats The Forbidden Fruit - Hand,,
29.117099,28.520477,0,Eve Eats The Forbidden Fruit - Hand,,
29.116527,28.496452,0,Eve Eats The Forbidden Fruit - Hand,,
28.912755,28.414474,0,Eve Eats The Forbidden Fruit - Hand,,
28.939683,28.363868,0,Eve Eats The Forbidden Fruit - Hand,,
28.983077,28.354337,0,Eve Eats The Forbidden Fruit - Hand,,
29.171427,28.387132,0,Eve Eats The Forbidden Fruit - Hand,,
29.275798,28.292853,0,Eve Eats The Forbidden Fruit - Hand,,
29.130229,28.273504,0,Eve Eats The Forbidden Fruit - Hand,,
29.031352,28.183967,0,Eve Eats The Forbidden Fruit - Hand,,
29.086283,28.147646,0,Eve Eats The Forbidden Fruit - Hand,,
29.245585,28.191229,0,Eve Eats The Forbidden Fruit - Hand,,
29.399394,28.116159,0,Eve Eats The Forbidden Fruit - Hand,,
29.674052,27.630575,0,Eve Eats The Forbidden Fruit - Hand,,
29.6685587,27.5916342,0,Eve Eats The Forbidden Fruit - Hand,,
29.9432168,27.829928,0,Eve Eats The Forbidden Fruit - Hand,,
29.745463,28.101623,0,Eve Eats The Forbidden Fruit - Hand,,
29.602641,28.358132,0,Eve Eats The Forbidden Fruit - Hand,,
29.42686,28.623666,0,Eve Eats The Forbidden Fruit - Hand,,
29.28953,28.720058,0,Eve Eats The Forbidden Fruit - Hand,,
29.17306,28.809266,0,Eve Eats The Forbidden Fruit - Hand,,
28.858328,28.965506,0,Eve Eats The Forbidden Fruit - Hand,,
28.794499,28.940255,0,Eve Eats The Forbidden Fruit - Hand,,
28.796612,28.886152,0,Eve Eats The Forbidden Fruit - Hand,,
29.053324,28.739326,0,Eve Eats The Forbidden Fruit - Hand,,
28.894023,28.722467,0,Eve Eats The Forbidden Fruit - Hand,,
44.9713336,9.3116393,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.919147,9.3414532,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.8724536,9.3062183,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.869707,9.2303156,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.8999159,9.1028695,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.9548536,9.0486254,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.9988003,9.0893104,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
45.0070403,9.1543967,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.9988039,9.2438709,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
44.9713336,9.3116393,0,Tootsie Roll®,,https://www.youtube.com/embed/ENORh4kb6Pc
25.8102075,23.6725539,0,Adam Eats The Fruit,,
25.7799827,23.7613291,0,Adam Eats The Fruit,,
25.8072228,23.5959895,0,Adam Eats The Fruit,,
25.8102075,23.6725539,0,Adam Eats The Fruit,,
25.806564,23.579077,0,Adam Eats The Fruit,,
25.8109952,23.5574628,0,Adam Eats The Fruit,,
25.813639,23.5569835,0,Adam Eats The Fruit,,
25.8072228,23.5959895,0,Adam Eats The Fruit,,
25.806564,23.579077,0,Adam Eats The Fruit,,
25.8102075,23.6725539,0,Adam Eats The Fruit,,
25.8390552,23.7841981,0,Adam Eats The Fruit,,
25.9153048,23.8318372,0,Adam Eats The Fruit,,
25.9709692,23.8291972,0,Adam Eats The Fruit,,
25.999395,23.7798974,0,Adam Eats The Fruit,,
26.0410598,23.7967118,0,Adam Eats The Fruit,,
26.1046885,23.7582147,0,Adam Eats The Fruit,,
26.0356333,23.686662,0,Adam Eats The Fruit,,
25.9750646,23.6823004,0,Adam Eats The Fruit,,
25.9365784,23.6264966,0,Adam Eats The Fruit,,
25.9132271,23.5796984,0,Adam Eats The Fruit,,
25.8452515,23.5512481,0,Adam Eats The Fruit,,
25.813639,23.5569835,0,Adam Eats The Fruit,,
25.8239652,23.4941581,0,Adam Eats The Fruit,,
25.8109952,23.5574628,0,Adam Eats The Fruit,,
25.8057592,23.558412,0,Adam Eats The Fruit,,
25.806564,23.579077,0,Adam Eats The Fruit,,
25.7992042,23.6149595,0,Adam Eats The Fruit,,
25.7799827,23.7613291,0,Adam Eats The Fruit,,
25.7408681,23.7182083,0,Adam Eats The Fruit,,
25.7007255,23.6439577,0,Adam Eats The Fruit,,
25.7026371,23.5640668,0,Adam Eats The Fruit,,
25.7461509,23.4624177,0,Adam Eats The Fruit,,
25.7896167,23.4186986,0,Adam Eats The Fruit,,
25.826704,23.3645878,0,Adam Eats The Fruit,,
25.9022104,23.3407115,0,Adam Eats The Fruit,,
25.9083778,23.2354057,0,Adam Eats The Fruit,,
25.957114,23.241097,0,Adam Eats The Fruit,,
26.0628089,23.2423345,0,Adam Eats The Fruit,,
26.1436754,23.1464256,0,Adam Eats The Fruit,,
26.1497516,23.2082603,0,Adam Eats The Fruit,,
26.254753,23.2625024,0,Adam Eats The Fruit,,
26.3075252,23.3519543,0,Adam Eats The Fruit,,
26.330186,23.4224857,0,Adam Eats The Fruit,,
26.267052,23.5382984,0,Adam Eats The Fruit,,
26.2654642,23.6142042,0,Adam Eats The Fruit,,
26.3182527,23.6590844,0,Adam Eats The Fruit,,
26.4009523,23.675835,0,Adam Eats The Fruit,,
26.382039,23.7026405,0,Adam Eats The Fruit,,
26.3126155,23.7318684,0,Adam Eats The Fruit,,
26.1038858,23.8073308,0,Adam Eats The Fruit,,
25.9610335,23.8637456,0,Adam Eats The Fruit,,
25.866427,23.8335816,0,Adam Eats The Fruit,,
25.7891659,23.7707621,0,Adam Eats The Fruit,,
25.7955958,23.7359074,0,Adam Eats The Fruit,,
25.8102075,23.6725539,0,Adam Eats The Fruit,,
36.336633,29.759224,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
35.523645,29.510944,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
35.853234,28.395843,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
36.424524,27.658811,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
37.523156,26.524254,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
38.951379,25.41807,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
40.181848,25.457755,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
40.181848,26.268391,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
40.093957,26.818773,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
40.906945,27.327462,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
41.917688,27.73663,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
42.862512,27.717181,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
43.917199,27.112529,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
44.708215,26.011963,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
45.499231,24.181432,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
46.40011,23.860316,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
46.466027,24.501742,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
45.477258,25.2592,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
44.75216,26.975538,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
45.609094,26.425912,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
46.861535,25.616363,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
47.784387,24.581692,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
48.267785,23.377149,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
48.311731,23.659214,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
48.004113,25.298937,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
47.674524,26.031708,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
46.81759,26.602867,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
45.938684,27.151638,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
44.75216,28.124892,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
43.741418,28.704654,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
42.730676,29.300385,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
41.61007,29.759224,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
39.830285,29.968828,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
38.70968,29.759224,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
37.589074,30.139994,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
36.336633,29.759224,0,Sodom,,https://www.youtube.com/embed/nToNUQ8c1RQ
45.2135864,19.5541966,0,Gomorrah,,https://www.youtube.com/embed/nToNUQ8c1RQ
44.1149528,19.6369962,0,Gomorrah,,https://www.youtube.com/embed/nToNUQ8c1RQ
