X,Y,Z,Name,description,gx_media_links,A prophecy foretold that Metis would give birth to two children,The story of Narcissus is a famous cautionary tale from Greek mythology,This unusual birth is often seen as reflecting her attributes,s how the story goes
13.3022025,-16.5194127,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3305158,-16.5246574,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3331766,-16.5170877,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3386698,-16.5045794,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3445063,-16.501452,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3372965,-16.4907534,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3311167,-16.4756096,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3283701,-16.4624401,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3166971,-16.4472941,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3132637,-16.44005,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3089722,-16.4388975,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3075989,-16.4420257,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3098307,-16.4466356,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.3036937,-16.4491051,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2935658,-16.4467179,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2841674,-16.4478703,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2834807,-16.4490639,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2795325,-16.4541058,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2718935,-16.4591888,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2668295,-16.4668438,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2617655,-16.4716588,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2624521,-16.4782434,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2605639,-16.4807126,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
13.2677736,-16.4836755,0,The Birth of Athena,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaQRoc_m49CmSS1xm_3lYwIPY5h079pIeVWs5IofiXZD7TYZ53VkpowRY0oNlQKRUpFoPwDtylocp6nmmPm-70v8sMXzG3Z28dFdo5RIV_PLAb_XzELazu2y_6IEuhi2b7Qkk4b-z60L9WoIhapVsojvhuFt-D4zAKEaTLWqxjbOKpmWWu1fXjMMP9L4urxtv50CL9Ku-NMctSdajmUDYxihl0SCVpP-q0X-hp-WazRkw7PnZRCQUl878bfw?authuser=0&fife=s16383,"a daughter who would be equal to her father in courage and wisdom, and a son who would eventually overthrow Zeus.",,"her wisdom inherited from Metis and Zeus, her connection to strategic thinking (born from the head), and her warrior nature (born in armor).",<br>
