X,Y,Z,Name,gx_media_links,Ammit,Anubis,The Ceremony,The Outcome,Thoth,Visit The British Museum website to learn more,s Feather,s a breakdown of the key elements and figures you mentioned
15.407753,-22.402868,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.40123,-22.399059,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
78.124794,43.851089,0,Wadjet - Cobra,,,,,,,,,
79.618935,44.918841,0,Wadjet - Cobra,,,,,,,,,
78.871865,45.291044,0,Wadjet - Cobra,,,,,,,,,
78.300576,45.814177,0,Wadjet - Cobra,,,,,,,,,
78.080849,46.210936,0,Wadjet - Cobra,,,,,,,,,
79.179482,46.302091,0,Wadjet - Cobra,,,,,,,,,
79.57499,46.785695,0,Wadjet - Cobra,,,,,,,,,
79.487099,47.235163,0,Wadjet - Cobra,,,,,,,,,
78.8128937,47.6842247,0,Wadjet - Cobra,,,,,,,,,
78.8553852,47.7787643,0,Wadjet - Cobra,,,,,,,,,
78.6077059,47.9275506,0,Wadjet - Cobra,,,,,,,,,
78.1879654,48.0218239,0,Wadjet - Cobra,,,,,,,,,
77.879425,47.9657306,0,Wadjet - Cobra,,,,,,,,,
76.894326,48.093419,0,Wadjet - Cobra,,,,,,,,,
75.619912,47.887546,0,Wadjet - Cobra,,,,,,,,,
74.213662,47.324602,0,Wadjet - Cobra,,,,,,,,,
73.598427,46.393095,0,Wadjet - Cobra,,,,,,,,,
73.378701,45.752885,0,Wadjet - Cobra,,,,,,,,,
73.598427,45.26012,0,Wadjet - Cobra,,,,,,,,,
74.565224,44.512883,0,Wadjet - Cobra,,,,,,,,,
76.191201,43.977718,0,Wadjet - Cobra,,,,,,,,,
78.124794,43.851089,0,Wadjet - Cobra,,,,,,,,,
81.360268,46.241337,0,Nekhbet - Vulture,,,,,,,,,
81.360262,46.298329,0,Nekhbet - Vulture,,,,,,,,,
81.371254,46.377938,0,Nekhbet - Vulture,,,,,,,,,
81.552529,46.480165,0,Nekhbet - Vulture,,,,,,,,,
81.60746,46.483947,0,Nekhbet - Vulture,,,,,,,,,
81.113076,46.702882,0,Nekhbet - Vulture,,,,,,,,,
80.497841,46.875891,0,Nekhbet - Vulture,,,,,,,,,
80.168252,46.943439,0,Nekhbet - Vulture,,,,,,,,,
79.706826,46.935938,0,Nekhbet - Vulture,,,,,,,,,
79.267373,46.72548,0,Nekhbet - Vulture,,,,,,,,,
79.058632,46.415822,0,Nekhbet - Vulture,,,,,,,,,
79.069619,46.150081,0,Nekhbet - Vulture,,,,,,,,,
79.311318,45.959477,0,Nekhbet - Vulture,,,,,,,,,
79.99247,45.921277,0,Nekhbet - Vulture,,,,,,,,,
80.289101,45.821834,0,Nekhbet - Vulture,,,,,,,,,
80.431923,45.63778,0,Nekhbet - Vulture,,,,,,,,,
80.420937,45.298772,0,Nekhbet - Vulture,,,,,,,,,
80.124306,45.05094,0,Nekhbet - Vulture,,,,,,,,,
82.134804,45.45312,0,Nekhbet - Vulture,,,,,,,,,
81.851399,45.676668,0,Nekhbet - Vulture,,,,,,,,,
81.146035,45.959477,0,Nekhbet - Vulture,,,,,,,,,
80.629677,46.112013,0,Nekhbet - Vulture,,,,,,,,,
80.563759,46.226138,0,Nekhbet - Vulture,,,,,,,,,
80.970254,46.248935,0,Nekhbet - Vulture,,,,,,,,,
81.22338,46.176813,0,Nekhbet - Vulture,,,,,,,,,
81.354775,46.112013,0,Nekhbet - Vulture,,,,,,,,,
81.350295,46.169483,0,Nekhbet - Vulture,,,,,,,,,
81.360268,46.241337,0,Nekhbet - Vulture,,,,,,,,,
75.5064673,37.2461297,0,Ra - Eye Of Horus,,,,,,,,,
76.6376063,36.1940157,0,Ra - Eye Of Horus,,,,,,,,,
78.9667079,35.5709265,0,Ra - Eye Of Horus,,,,,,,,,
81.911044,35.4636205,0,Ra - Eye Of Horus,,,,,,,,,
83.7989225,35.6346858,0,Ra - Eye Of Horus,,,,,,,,,
