X,Y,Z,Name,description,gx_media_links,Interactive exploration,Key features of this video,Visual evidence
47.6798298,37.6161583,0,Brahma - Foot,,,,,
47.6798298,37.546506,0,Brahma - Foot,,,,,
47.7018025,37.4702492,0,Brahma - Foot,,,,,
47.8006795,37.4244578,0,Brahma - Foot,,,,,
47.8720906,37.4484473,0,Brahma - Foot,,,,,
47.8858235,37.5290828,0,Brahma - Foot,,,,,
47.8803303,37.6270356,0,Brahma - Foot,,,,,
47.9132893,37.6922659,0,Brahma - Foot,,,,,
48.0066731,37.7552673,0,Brahma - Foot,,,,,
48.0947743,37.8018403,0,Brahma - Foot,,,,,
48.1005043,37.8115058,0,Brahma - Foot,,,,,
48.089246,37.8289157,0,Brahma - Foot,,,,,
48.0396321,37.8496689,0,Brahma - Foot,,,,,
48.0080464,37.8615962,0,Brahma - Foot,,,,,
-29.2624783,81.8486478,0,Baby Perseus,,,,,
-29.3448758,81.8353964,0,Baby Perseus,,,,,
-29.3613553,81.8244674,0,Baby Perseus,,,,,
-29.4602322,81.8166521,0,Baby Perseus,,,,,
-29.5261502,81.8002157,0,Baby Perseus,,,,,
-29.5755887,81.7790351,0,Baby Perseus,,,,,
-29.5646023,81.7633107,0,Baby Perseus,,,,,
-29.586575,81.7570126,0,Baby Perseus,,,,,
-29.586575,81.7309823,0,Baby Perseus,,,,,
-29.5700955,81.7056628,0,Baby Perseus,,,,,
-29.5316434,81.685034,0,Baby Perseus,,,,,
-29.5700955,81.6659469,0,Baby Perseus,,,,,
-29.3778348,81.658778,0,Baby Perseus,,,,,
-29.3338895,81.6754959,0,Baby Perseus,,,,,
-29.3833279,81.6937678,0,Baby Perseus,,,,,
-29.3558621,81.7080398,0,Baby Perseus,,,,,
-29.3229031,81.6929742,0,Baby Perseus,,,,,
-29.3119168,81.6667431,0,Baby Perseus,,,,,
-29.2130398,81.656387,0,Baby Perseus,,,,,
-29.0976834,81.6571841,0,Baby Perseus,,,,,
-29.1141629,81.6739052,0,Baby Perseus,,,,,
-29.1745877,81.685034,0,Baby Perseus,,,,,
-29.1690945,81.7048703,0,Baby Perseus,,,,,
-29.152615,81.7151666,0,Baby Perseus,,,,,
-29.1196561,81.7546495,0,Baby Perseus,,,,,
-29.0152859,81.7341418,0,Baby Perseus,,,,,
-28.916409,81.7286118,0,Baby Perseus,,,,,
-28.9603543,81.7633107,0,Baby Perseus,,,,,
-29.0482449,81.7837466,0,Baby Perseus,,,,,
-29.0921902,81.797865,0,Baby Perseus,,,,,
-29.0537381,81.814306,0,Baby Perseus,,,,,
-29.0921902,81.8330557,0,Baby Perseus,,,,,
-29.1690945,81.8486478,0,Baby Perseus,,,,,
-29.2624783,81.8486478,0,Baby Perseus,,,,,
-42.0287372,82.6200948,0,(2)  Fisherman Finds Chest,,,,,
-42.1550679,82.603143,0,(2)  Fisherman Finds Chest,,,,,
-42.1330974,82.584026,0,(2)  Fisherman Finds Chest,,,,,
-42.0287373,82.5577488,0,(2)  Fisherman Finds Chest,,,,,
-41.8200168,82.5477819,0,(2)  Fisherman Finds Chest,,,,,
-41.6991787,82.5662813,0,(2)  Fisherman Finds Chest,,,,,
-41.7705832,82.5960684,0,(2)  Fisherman Finds Chest,,,,,
-41.8584654,82.6158605,0,(2)  Fisherman Finds Chest,,,,,
-42.0287372,82.6200948,0,(2)  Fisherman Finds Chest,,,,,
-42.2690699,82.5294106,0,Dictys Arm,,,,,
-42.2828029,82.5013256,0,Dictys Arm,,,,,
-42.2374843,82.4502553,0,Dictys Arm,,,,,
-41.9257472,82.4350838,0,Dictys Arm,,,,,
-41.6222499,82.4278487,0,Dictys Arm,,,,,
-41.4409755,82.4162582,0,Dictys Arm,,,,,
-41.3805507,82.4224178,0,Dictys Arm,,,,,
-41.4797766,82.4292488,0,Dictys Arm,,,,,
-41.5022835,82.4335167,0,Dictys Arm,,,,,
-41.5309433,82.4395141,0,Dictys Arm,,,,,
-41.5417398,82.4482564,0,Dictys Arm,,,,,
-41.4726621,82.4549313,0,Dictys Arm,,,,,
-41.4305176,82.4524096,0,Dictys Arm,,,,,
-41.4203762,82.4535025,0,Dictys Arm,,,,,
-41.4588283,82.4610735,0,Dictys Arm,,,,,
-41.5417564,82.4539604,0,Dictys Arm,,,,,
-41.6121423,82.4461191,0,Dictys Arm,,,,,
-41.7472194,82.4444793,0,Dictys Arm,,,,,
-41.8893385,82.452803,0,Dictys Arm,,,,,
-41.9834255,82.4607132,0,Dictys Arm,,,,,
-42.1436154,82.4714285,0,Dictys Arm,,,,,
-42.1213214,82.4796067,0,Dictys Arm,,,,,
-42.118008,82.4873336,0,Dictys Arm,,,,,
-42.1035276,82.4973781,0,Dictys Arm,,,,,
-42.0740626,82.5063421,0,Dictys Arm,,,,,
-42.1052274,82.5136855,0,Dictys Arm,,,,,
-42.1433187,82.5185135,0,Dictys Arm,,,,,
-42.1921657,82.5281606,0,Dictys Arm,,,,,
-42.2086419,82.5223561,0,Dictys Arm,,,,,
-42.2690699,82.5294106,0,Dictys Arm,,,,,
-41.4684413,82.4653965,0,Fishing Pole,,,,,
-41.3805507,82.4646762,0,Fishing Pole,,,,,
-41.2706874,82.6805315,0,Fishing Pole,,,,,
-41.29266,82.737695,0,Fishing Pole,,,,,
-41.1498378,82.784762,0,Fishing Pole,,,,,
-41.3475917,82.7820018,0,Fishing Pole,,,,,
-41.424496,82.6158639,0,Fishing Pole,,,,,
-41.4684413,82.4653965,0,Fishing Pole,,,,,
-41.0516982,82.5860263,0,Fish,,,,,
-41.0159927,82.5629539,0,Fish,,,,,
-40.9473281,82.5465826,0,Fish,,,,,
-40.8704238,82.5305326,0,Fish,,,,,
-40.7688003,82.5205285,0,Fish,,,,,
-40.7715469,82.5065721,0,Fish,,,,,
-40.7715469,82.4958188,0,Fish,,,,,
-40.6287246,82.5015558,0,Fish,,,,,
-40.5573135,82.511943,0,Fish,,,,,
-40.6699233,82.5226734,0,Fish,,,,,
-40.7221084,82.5308896,0,Fish,,,,,
-40.757814,82.551925,0,Fish,,,,,
-40.8264785,82.570771,0,Fish,,,,,
-40.8676772,82.5824814,0,Fish,,,,,
-40.9830337,82.5885068,0,Fish,,,,,
-41.0516982,82.5860263,0,Fish,,,,,
-41.5934108,82.5483132,0,Dictys Arm,,,,,
-41.5912659,82.5448364,0,Dictys Arm,,,,,
-41.4711879,82.5274463,0,Dictys Arm,,,,,
-41.3750575,82.5072376,0,Dictys Arm,,,,,
-41.3255368,82.4977273,0,Dictys Arm,,,,,
-41.2363551,82.4959471,0,Dictys Arm,,,,,
-41.1992762,82.4862562,0,Dictys Arm,,,,,
-41.1864624,82.4798396,0,Dictys Arm,,,,,
-41.1244522,82.4678414,0,Dictys Arm,,,,,
-41.0908323,82.4573315,0,Dictys Arm,,,,,
-40.9958152,82.4482829,0,Dictys Arm,,,,,
-40.9420612,82.450768,0,Dictys Arm,,,,,
-40.9105823,82.4544022,0,Dictys Arm,,,,,
-40.9312744,82.4706546,0,Dictys Arm,,,,,
-40.9781764,82.4823045,0,Dictys Arm,,,,,
-40.9768231,82.4881764,0,Dictys Arm,,,,,
-40.9168304,82.4893902,0,Dictys Arm,,,,,
-40.9259914,82.49218,0,Dictys Arm,,,,,
-41.1347316,82.4989954,0,Dictys Arm,,,,,
-41.2309692,82.5121947,0,Dictys Arm,,,,,
-41.2492501,82.5252912,0,Dictys Arm,,,,,
-41.302273,82.542077,0,Dictys Arm,,,,,
-41.391537,82.5541883,0,Dictys Arm,,,,,
-41.4890307,82.5728633,0,Dictys Arm,,,,,
-41.5763038,82.5745419,0,Dictys Arm,,,,,
-41.6143982,82.5654325,0,Dictys Arm,,,,,
-41.6318629,82.5611257,0,Dictys Arm,,,,,
-41.5934108,82.5483132,0,Dictys Arm,,,,,
-41.9690566,82.4306142,0,Dictys Legs,,,,,
-42.072861,82.421573,0,Dictys Legs,,,,,
-42.0640618,82.3953135,0,Dictys Legs,,,,,
-42.0137993,82.3793135,0,Dictys Legs,,,,,
-41.8484263,82.3778493,0,Dictys Legs,,,,,
-41.6174941,82.3546216,0,Dictys Legs,,,,,
-41.2756075,82.3214691,0,Dictys Legs,,,,,
-41.1004851,82.310063,0,Dictys Legs,,,,,
-40.8528694,82.2793656,0,Dictys Legs,,,,,
-40.7825332,82.2367974,0,Dictys Legs,,,,,
-40.7112014,82.212222,0,Dictys Legs,,,,,
-40.8264785,82.1802003,0,Dictys Legs,,,,,
-40.77704,82.1592456,0,Dictys Legs,,,,,
-40.3953877,82.1517643,0,Dictys Legs,,,,,
-40.5188613,82.1742189,0,Dictys Legs,,,,,
-40.4529434,82.1951339,0,Dictys Legs,,,,,
-40.4406697,82.2073698,0,Dictys Legs,,,,,
-40.4705885,82.2419965,0,Dictys Legs,,,,,
-40.5963626,82.286089,0,Dictys Legs,,,,,
-40.6726699,82.2929872,0,Dictys Legs,,,,,
-40.6671213,82.3018026,0,Dictys Legs,,,,,
-40.8045575,82.3120794,0,Dictys Legs,,,,,
-40.6836563,82.308442,0,Dictys Legs,,,,,
-40.6222963,82.3113085,0,Dictys Legs,,,,,
-40.4825947,82.2710916,0,Dictys Legs,,,,,
-40.3870254,82.2338287,0,Dictys Legs,,,,,
-40.2661758,82.181695,0,Dictys Legs,,,,,
-40.3045927,82.1708469,0,Dictys Legs,,,,,
-40.2112442,82.1614934,0,Dictys Legs,,,,,
-39.9146133,82.1569971,0,Dictys Legs,,,,,
-40.0354629,82.1831893,0,Dictys Legs,,,,,
-40.3211074,82.3297336,0,Dictys Legs,,,,,
-40.5737929,82.3491385,0,Dictys Legs,,,,,
-40.8107989,82.3573561,0,Dictys Legs,,,,,
-40.8417808,82.3483604,0,Dictys Legs,,,,,
-40.9339123,82.3470442,0,Dictys Legs,,,,,
-41.0315943,82.353021,0,Dictys Legs,,,,,
-41.052253,82.3510237,0,Dictys Legs,,,,,
-41.0812938,82.3508589,0,Dictys Legs,,,,,
-41.1395019,82.3556433,0,Dictys Legs,,,,,
-41.1517076,82.3674128,0,Dictys Legs,,,,,
-41.126907,82.3735569,0,Dictys Legs,,,,,
-41.0526122,82.3760498,0,Dictys Legs,,,,,
-41.0577632,82.3875965,0,Dictys Legs,,,,,
-41.1801904,82.3937045,0,Dictys Legs,,,,,
-41.161941,82.4044365,0,Dictys Legs,,,,,
-41.0996599,82.4100813,0,Dictys Legs,,,,,
-41.1509276,82.4133922,0,Dictys Legs,,,,,
-41.1713411,82.4232678,0,Dictys Legs,,,,,
-41.1560684,82.4349544,0,Dictys Legs,,,,,
-41.132124,82.4423433,0,Dictys Legs,,,,,
-41.2016273,82.456232,0,Dictys Legs,,,,,
-41.2630782,82.4727923,0,Dictys Legs,,,,,
-41.2311988,82.4835944,0,Dictys Legs,,,,,
-41.3016372,82.4907953,0,Dictys Legs,,,,,
-41.3520094,82.4744313,0,Dictys Legs,,,,,
-41.4128298,82.4579838,0,Dictys Legs,,,,,
-41.2706874,82.4213312,0,Dictys Legs,,,,,
-41.3233684,82.4134977,0,Dictys Legs,,,,,
-41.4237802,82.4135616,0,Dictys Legs,,,,,
-41.6092544,82.4215638,0,Dictys Legs,,,,,
-41.8001014,82.4274088,0,Dictys Legs,,,,,
-41.9690566,82.4306142,0,Dictys Legs,,,,,
-34.8277298,82.3838711,0,Chest,,,,,
-36.2998978,82.4390027,0,Chest,,,,,
-37.1568314,82.3371346,0,Chest,,,,,
-37.0032363,82.2010994,0,Chest,,,,,
-34.2564408,82.2011734,0,Chest,,,,,
-34.1465775,82.2871647,0,Chest,,,,,
-36.7444111,82.3240584,0,Chest,,,,,
-36.0852314,82.3861736,0,Chest,,,,,
-34.799831,82.3482333,0,Chest,,,,,
-34.8277298,82.3838711,0,Chest,,,,,
-34.799831,82.3482333,0,Chest,,,,,
-36.0852314,82.3861736,0,Chest,,,,,
-36.7444111,82.3240584,0,Chest,,,,,
-34.8822285,82.2821228,0,Chest,,,,,
-34.4427753,82.2754806,0,Chest,,,,,
-34.3416338,82.303752,0,Chest,,,,,
-34.7963059,82.3146555,0,Chest,,,,,
-34.799831,82.3482333,0,Chest,,,,,
-34.1465775,82.2871647,0,Lid,,,,,
-33.6899487,82.345917,0,Lid,,,,,
-32.1298901,82.3254037,0,Lid,,,,,
-32.1079174,82.2635352,0,Lid,,,,,
-34.1294018,82.2635352,0,Lid,,,,,
-34.0854565,82.2309303,0,Lid,,,,,
-32.7780834,82.1639744,0,Lid,,,,,
-31.7124096,82.2309303,0,Lid,,,,,
-31.8222729,82.360536,0,Lid,,,,,
-33.9536205,82.3780422,0,Lid,,,,,
-34.1465775,82.2871647,0,Lid,,,,,
-34.0548929,82.2894391,0,Lid,,,,,
-33.8981294,82.2665611,0,Lid,,,,,
-33.7443208,82.2547251,0,Lid,,,,,
-33.4394502,82.2517633,0,Lid,,,,,
-33.2087373,82.2506524,0,Lid,,,,,
-32.9175996,82.2647129,0,Lid,,,,,
-32.7610444,82.27801,0,Lid,,,,,
-32.5770234,82.2964406,0,Lid,,,,,
-32.3600435,82.3144601,0,Lid,,,,,
-32.4232148,82.3262053,0,Lid,,,,,
-33.9865796,82.3429899,0,Lid,,,,,
-34.0548929,82.2894391,0,Lid,,,,,
-38.7200824,82.2222459,0,Boat,,,,,
-38.7610488,82.2427312,0,Boat,,,,,
-38.7610488,82.221943,0,Boat,,,,,
-38.7200824,82.2222459,0,Boat,,,,,
-38.7200824,82.2222459,0,Boat,,,,,
-38.6072402,82.1652384,0,Boat,,,,,
-39.5922454,82.1431752,0,Boat,,,,,
-40.2332168,82.1171686,0,Boat,,,,,
-40.9912734,82.1186752,0,Boat,,,,,
-41.276918,82.2353132,0,Boat,,,,,
-41.7932754,82.2397648,0,Boat,,,,,
-42.8919082,82.1472464,0,Boat,,,,,
-42.1008926,82.0900007,0,Boat,,,,,
-41.3757949,81.9095815,0,Boat,,,,,
-40.1672988,81.8506146,0,Boat,,,,,
-38.8269668,81.8100232,0,Boat,,,,,
-36.8714004,81.7313974,0,Boat,,,,,
-34.9817519,81.7187479,0,Boat,,,,,
-33.4656387,81.7880831,0,Boat,,,,,
-31.6199355,81.8879063,0,Boat,,,,,
-30.1477676,82.053632,0,Boat,,,,,
-29.5325332,82.2159933,0,Boat,,,,,
-30.3015762,82.2249161,0,Boat,,,,,
-32.1585258,82.1886341,0,Boat,,,,,
-32.7735,82.1517483,0,Boat,,,,,
-33.3251166,82.1839921,0,Boat,,,,,
-35.0916152,82.1951339,0,Boat,,,,,
-37.0032363,82.2010994,0,Boat,,,,,
-38.7200824,82.2222459,0,Boat,,,,,
-38.2337051,82.1592456,0,Boat,,,,,
-40.6726699,82.1111393,0,Boat,,,,,
-41.4417129,82.1652384,0,Boat,,,,,
-41.815248,82.1141545,0,Boat,,,,,
-39.6179824,82.0262465,0,Boat,,,,,
-38.2776504,81.9865241,0,Boat,,,,,
-37.025209,81.9281144,0,Boat,,,,,
-35.487123,81.8785993,0,Boat,,,,,
-34.4324355,81.9126732,0,Boat,,,,,
-32.4988418,82.0170972,0,Boat,,,,,
-30.9607559,82.1442438,0,Boat,,,,,
-32.5208144,82.135229,0,Boat,,,,,
-35.0916152,82.1472464,0,Boat,,,,,
-38.2337051,82.1592456,0,Boat,,,,,
-34.0129047,82.6868499,0,(3)  Danae and Perseus Rescued,,,,,
-33.8508563,82.7130245,0,(3)  Danae and Perseus Rescued,,,,,
-33.7300067,82.7265985,0,(3)  Danae and Perseus Rescued,,,,,
-33.6201434,82.73216,0,(3)  Danae and Perseus Rescued,,,,,
-33.5954242,82.7415356,0,(3)  Danae and Perseus Rescued,,,,,
-33.7272601,82.7543639,0,(3)  Danae and Perseus Rescued,,,,,
-33.6860614,82.762327,0,(3)  Danae and Perseus Rescued,,,,,
-33.7437396,82.7723549,0,(3)  Danae and Perseus Rescued,,,,,
-33.806911,82.7720094,0,(3)  Danae and Perseus Rescued,,,,,
-33.8343768,82.7699356,0,(3)  Danae and Perseus Rescued,,,,,
-33.9167743,82.7816789,0,(3)  Danae and Perseus Rescued,,,,,
-34.0129047,82.7909908,0,(3)  Danae and Perseus Rescued,,,,,
-34.089809,82.7916801,0,(3)  Danae and Perseus Rescued,,,,,
-34.1639667,82.7837492,0,(3)  Danae and Perseus Rescued,,,,,
-34.1502338,82.7702813,0,(3)  Danae and Perseus Rescued,,,,,
-34.2243915,82.7529782,0,(3)  Danae and Perseus Rescued,,,,,
-34.2134052,82.7439643,0,(3)  Danae and Perseus Rescued,,,,,
-34.1310077,82.7439643,0,(3)  Danae and Perseus Rescued,,,,,
-34.1172748,82.7349392,0,(3)  Danae and Perseus Rescued,,,,,
-34.1200214,82.7286846,0,(3)  Danae and Perseus Rescued,,,,,
-34.0980487,82.7203367,0,(3)  Danae and Perseus Rescued,,,,,
-34.0815692,82.7126761,0,(3)  Danae and Perseus Rescued,,,,,
-33.9524798,82.7060537,0,(3)  Danae and Perseus Rescued,,,,,
-34.0541034,82.6906946,0,(3)  Danae and Perseus Rescued,,,,,
-34.0129047,82.6868499,0,(3)  Danae and Perseus Rescued,,,,,
-34.1688275,82.7920522,0,Danae Hair ,,,,,
-34.089809,82.7916801,0,Danae Hair ,,,,,
-33.8831829,82.7789449,0,Danae Hair ,,,,,
-33.8721966,82.77411,0,Danae Hair ,,,,,
-33.6799358,82.7713457,0,Danae Hair ,,,,,
-33.6860614,82.762327,0,Danae Hair ,,,,,
-33.7272601,82.7543639,0,Danae Hair ,,,,,
-33.5954242,82.7415356,0,Danae Hair ,,,,,
-33.6579632,82.7262784,0,Danae Hair ,,,,,
-33.9106487,82.7060814,0,Danae Hair ,,,,,
-34.0299861,82.6720473,0,Danae Hair ,,,,,
-33.8776898,82.69212,0,Danae Hair ,,,,,
-33.623492,82.7056016,0,Danae Hair ,,,,,
-33.3887981,82.6458584,0,Danae Hair ,,,,,
-33.317387,82.6620128,0,Danae Hair ,,,,,
-33.5261273,82.7081734,0,Danae Hair ,,,,,
-33.4876751,82.7325351,0,Danae Hair ,,,,,
-33.4052776,82.7568159,0,Danae Hair ,,,,,
-33.4052776,82.7713457,0,Danae Hair ,,,,,
-33.4382366,82.7906736,0,Danae Hair ,,,,,
-33.6085247,82.8051357,0,Danae Hair ,,,,,
-33.7733196,82.8133869,0,Danae Hair ,,,,,
-33.9930462,82.8154482,0,Danae Hair ,,,,,
-34.1248821,82.8010066,0,Danae Hair ,,,,,
-34.1688275,82.7920522,0,Danae Hair ,,,,,
-34.1145282,82.6885976,0,Danae,,,,,
-34.2002742,82.6888436,0,Danae,,,,,
-34.5353572,82.6734484,0,Danae,,,,,
-34.7225118,82.6509592,0,Danae,,,,,
-34.7440974,82.6186054,0,Danae,,,,,
-34.7605769,82.5860708,0,Danae,,,,,
-34.6922329,82.5842549,0,Danae,,,,,
-34.5902888,82.6171938,0,Danae,,,,,
-34.5353572,82.6552126,0,Danae,,,,,
-34.3980281,82.6615301,0,Danae,,,,,
-34.2198208,82.6618377,0,Danae,,,,,
-34.1319302,82.6513059,0,Danae,,,,,
-34.0989712,82.6351281,0,Danae,,,,,
-34.2101083,82.6106295,0,Danae,,,,,
-34.1673152,82.6087186,0,Danae,,,,,
-34.2308072,82.5913415,0,Danae,,,,,
-34.0904109,82.5747211,0,Danae,,,,,
-34.1813687,82.5601102,0,Danae,,,,,
-34.3485896,82.5747211,0,Danae,,,,,
-34.595782,82.5988187,0,Danae,,,,,
-34.7001521,82.5775602,0,Danae,,,,,
-34.3870418,82.5498333,0,Danae,,,,,
-34.1288631,82.5355745,0,Danae,,,,,
-33.892657,82.5711708,0,Danae,,,,,
-33.6399714,82.6108383,0,Danae,,,,,
-33.5495125,82.6260093,0,Danae,,,,,
-33.4971492,82.6404506,0,Danae,,,,,
-33.4422175,82.6671411,0,Danae,,,,,
-33.5960262,82.6979256,0,Danae,,,,,
-33.623492,82.7056016,0,Danae,,,,,
-33.8432185,82.6902415,0,Danae,,,,,
-34.0299861,82.6720473,0,Danae,,,,,
-34.1145282,82.6885976,0,Danae,,,,,
-34.0602219,82.5390647,0,Danae Legs,,,,,
-34.2143277,82.5115859,0,Danae Legs,,,,,
-34.3568528,82.4832214,0,Danae Legs,,,,,
-34.5436203,82.5104788,0,Danae Legs,,,,,
-34.7306851,82.5373143,0,Danae Legs,,,,,
-34.8072922,82.4846584,0,Danae Legs,,,,,
-34.6754563,82.447206,0,Danae Legs,,,,,
-34.7963059,82.3146555,0,Danae Legs,,,,,
-34.3416338,82.303752,0,Danae Legs,,,,,
-34.2140305,82.3673673,0,Danae Legs,,,,,
-34.1810715,82.3848579,0,Danae Legs,,,,,
-34.0712082,82.4052133,0,Danae Legs,,,,,
-33.9503586,82.4399824,0,Danae Legs,,,,,
-33.895427,82.476032,0,Danae Legs,,,,,
-33.9173996,82.5033153,0,Danae Legs,,,,,
-34.0602219,82.5390647,0,Danae Legs,,,,,
-34.2198208,82.6618377,0,Baby Perseus,,,,,
-34.4999722,82.6597325,0,Baby Perseus,,,,,
-34.5549038,82.6414627,0,Baby Perseus,,,,,
-34.5549038,82.6245582,0,Baby Perseus,,,,,
-34.6098355,82.6083217,0,Baby Perseus,,,,,
-34.6922329,82.5842549,0,Baby Perseus,,,,,
-34.7966031,82.5636658,0,Baby Perseus,,,,,
-34.7911099,82.5544177,0,Baby Perseus,,,,,
-34.7306851,82.5373143,0,Baby Perseus,,,,,
-34.5439175,82.5237464,0,Baby Perseus,,,,,
-34.4010952,82.5051401,0,Baby Perseus,,,,,
-34.3351773,82.4929495,0,Baby Perseus,,,,,
-34.2143277,82.5115859,0,Baby Perseus,,,,,
-34.1813687,82.5280337,0,Baby Perseus,,,,,
-34.3406704,82.5273193,0,Baby Perseus,,,,,
-34.4395474,82.5544177,0,Baby Perseus,,,,,
-34.4120816,82.5700616,0,Baby Perseus,,,,,
-34.3681363,82.5792903,0,Baby Perseus,,,,,
-34.1813687,82.5601102,0,Baby Perseus,,,,,
-34.1374234,82.5764519,0,Baby Perseus,,,,,
-34.2308072,82.5913415,0,Baby Perseus,,,,,
-34.3022183,82.6062013,0,Baby Perseus,,,,,
-34.2967251,82.6196204,0,Baby Perseus,,,,,
-34.1868618,82.6224424,0,Baby Perseus,,,,,
-34.1484097,82.6330153,0,Baby Perseus,,,,,
-34.1539029,82.6463859,0,Baby Perseus,,,,,
-34.2198208,82.6618377,0,Baby Perseus,,,,,
-39.8837464,82.3202063,0,(4)  Fisherman Raised Youth,,,,,
-40.0961307,82.3605293,0,(4)  Fisherman Raised Youth,,,,,
-40.1950077,82.3780355,0,(4)  Fisherman Raised Youth,,,,,
-40.1364319,82.3969024,0,(4)  Fisherman Raised Youth,,,,,
-39.8214725,82.3991357,0,(4)  Fisherman Raised Youth,,,,,
-39.8434452,82.3794926,0,(4)  Fisherman Raised Youth,,,,,
-39.7299378,82.3633964,0,(4)  Fisherman Raised Youth,,,,,
-39.6969788,82.3838088,0,(4)  Fisherman Raised Youth,,,,,
-39.7738831,82.3998091,0,(4)  Fisherman Raised Youth,,,,,
-39.9112122,82.4143257,0,(4)  Fisherman Raised Youth,,,,,
-40.0210353,82.4205032,0,(4)  Fisherman Raised Youth,,,,,
-40.1529114,82.4194001,0,(4)  Fisherman Raised Youth,,,,,
-40.3122132,82.4136006,0,(4)  Fisherman Raised Youth,,,,,
-40.3671448,82.3808961,0,(4)  Fisherman Raised Youth,,,,,
-40.273761,82.3509766,0,(4)  Fisherman Raised Youth,,,,,
-40.166514,82.3257157,0,(4)  Fisherman Raised Youth,,,,,
-40.070514,82.3312099,0,(4)  Fisherman Raised Youth,,,,,
-39.9222359,82.3176394,0,(4)  Fisherman Raised Youth,,,,,
-39.8837464,82.3202063,0,(4)  Fisherman Raised Youth,,,,,
