X,Y,Z,Name,gx_media_links
-111.3476796,38.4656171,0,Foxes Have Holes - Fox Body,
-111.401377,38.4356725,0,Foxes Have Holes - Fox Body,
-111.3664472,38.3891413,0,Foxes Have Holes - Fox Body,
-111.5427987,38.3178954,0,Foxes Have Holes - Fox Body,
-111.5705592,38.2613929,0,Foxes Have Holes - Fox Body,
-111.6449691,38.1638898,0,Foxes Have Holes - Fox Body,
-111.767887,38.1033811,0,Foxes Have Holes - Fox Body,
-111.918096,38.0859798,0,Foxes Have Holes - Fox Body,
-112.0263368,37.9548636,0,Foxes Have Holes - Fox Body,
-112.0865846,37.8529309,0,Foxes Have Holes - Fox Body,
-112.0863776,37.7139789,0,Foxes Have Holes - Fox Body,
-112.0204668,37.5943836,0,Foxes Have Holes - Fox Body,
-111.9082035,37.4810782,0,Foxes Have Holes - Fox Body,
-112.1361916,37.1992893,0,Foxes Have Holes - Fox Body,
-112.1669426,36.5495268,0,Foxes Have Holes - Fox Body,
-112.106958,36.3008465,0,Foxes Have Holes - Fox Body,
-111.9108992,35.9104954,0,Foxes Have Holes - Fox Body,
-111.6674124,35.2639872,0,Foxes Have Holes - Fox Body,
-111.2789759,34.6863298,0,Foxes Have Holes - Fox Body,
-111.0062196,34.3996205,0,Foxes Have Holes - Fox Body,
-110.8333096,34.2117997,0,Foxes Have Holes - Fox Body,
-110.4987474,33.9558169,0,Foxes Have Holes - Fox Body,
-109.8119712,33.6224732,0,Foxes Have Holes - Fox Body,
-109.2129718,33.3566866,0,Foxes Have Holes - Fox Body,
-108.7153869,33.1107494,0,Foxes Have Holes - Fox Body,
-108.4085626,33.0012848,0,Foxes Have Holes - Fox Body,
-108.1351776,32.9648436,0,Foxes Have Holes - Fox Body,
-107.939674,32.947124,0,Foxes Have Holes - Fox Body,
-107.7981964,32.9923125,0,Foxes Have Holes - Fox Body,
-107.6202899,33.0538548,0,Foxes Have Holes - Fox Body,
-107.4477336,33.1337784,0,Foxes Have Holes - Fox Body,
-107.2593972,33.3548116,0,Foxes Have Holes - Fox Body,
-107.1362123,33.6176403,0,Foxes Have Holes - Fox Body,
-106.9440495,33.7877306,0,Foxes Have Holes - Fox Body,
-106.9273091,33.9120729,0,Foxes Have Holes - Fox Body,
-106.9821422,34.2812265,0,Foxes Have Holes - Fox Body,
-106.8448309,34.5460592,0,Foxes Have Holes - Fox Body,
-106.7898457,34.8529015,0,Foxes Have Holes - Fox Body,
-106.7624185,35.1547508,0,Foxes Have Holes - Fox Body,
-106.7788474,35.2557211,0,Foxes Have Holes - Fox Body,
-106.8173981,35.4328145,0,Foxes Have Holes - Fox Body,
-106.899804,35.6072335,0,Foxes Have Holes - Fox Body,
-106.9602621,35.8124812,0,Foxes Have Holes - Fox Body,
-107.1140982,36.2080615,0,Foxes Have Holes - Fox Body,
-107.4183547,36.5784447,0,Foxes Have Holes - Fox Body,
-107.7883701,36.856554,0,Foxes Have Holes - Fox Body,
-108.014477,37.0002623,0,Foxes Have Holes - Fox Body,
-108.2362483,37.1776865,0,Foxes Have Holes - Fox Body,
-108.5128502,37.1189336,0,Foxes Have Holes - Fox Body,
-108.6702329,37.130052,0,Foxes Have Holes - Fox Body,
-108.8978425,37.1573342,0,Foxes Have Holes - Fox Body,
-108.8875298,37.1127102,0,Foxes Have Holes - Fox Body,
-108.9589989,37.0659321,0,Foxes Have Holes - Fox Body,
-108.9941765,37.0381199,0,Foxes Have Holes - Fox Body,
-108.6446934,36.934369,0,Foxes Have Holes - Fox Body,
-108.5724476,36.7629578,0,Foxes Have Holes - Fox Body,
-109.1454858,36.6883883,0,Foxes Have Holes - Fox Body,
-108.9340525,36.585032,0,Foxes Have Holes - Fox Body,
-108.8228503,36.3045957,0,Foxes Have Holes - Fox Body,
-108.7560052,35.8847809,0,Foxes Have Holes - Fox Body,
-108.8518724,35.8678707,0,Foxes Have Holes - Fox Body,
-108.8734464,35.8281978,0,Foxes Have Holes - Fox Body,
-108.6537757,35.4583919,0,Foxes Have Holes - Fox Body,
-108.4461375,35.4368321,0,Foxes Have Holes - Fox Body,
-108.0456275,35.3186808,0,Foxes Have Holes - Fox Body,
-108.044112,35.2348138,0,Foxes Have Holes - Fox Body,
-107.867986,35.0247506,0,Foxes Have Holes - Fox Body,
-107.9009276,34.8837581,0,Foxes Have Holes - Fox Body,
-107.988908,34.7647395,0,Foxes Have Holes - Fox Body,
-108.0366215,34.8808308,0,Foxes Have Holes - Fox Body,
-108.3268469,35.1588341,0,Foxes Have Holes - Fox Body,
-108.5122868,35.1746876,0,Foxes Have Holes - Fox Body,
-108.8464625,35.3745379,0,Foxes Have Holes - Fox Body,
-108.7797401,35.4980033,0,Foxes Have Holes - Fox Body,
-108.8785017,35.6829268,0,Foxes Have Holes - Fox Body,
-109.0484531,35.6285359,0,Foxes Have Holes - Fox Body,
-109.291087,35.7036691,0,Foxes Have Holes - Fox Body,
-109.5832448,35.9032316,0,Foxes Have Holes - Fox Body,
-109.8792247,36.3646889,0,Foxes Have Holes - Fox Body,
-110.1568963,36.5348402,0,Foxes Have Holes - Fox Body,
-110.400847,36.8031342,0,Foxes Have Holes - Fox Body,
-110.4642359,37.1079634,0,Foxes Have Holes - Fox Body,
-110.3627301,37.2516949,0,Foxes Have Holes - Fox Body,
-109.7244042,37.6358717,0,Foxes Have Holes - Fox Body,
-111.9278732,38.0720925,0,Foxes Have Holes - Fox Body,
-111.9715697,37.9268051,0,Foxes Have Holes - Fox Body,
-111.9683135,37.9311041,0,Foxes Have Holes - Fox Body,
-111.9278732,38.0720925,0,Foxes Have Holes - Fox Body,
-110.2173538,39.0118987,0,Foxes Have Holes - Fox Body,
-110.2837991,38.8658961,0,Foxes Have Holes - Fox Body,
-110.2123118,38.9913356,0,Foxes Have Holes - Fox Body,
-110.2173538,39.0118987,0,Foxes Have Holes - Fox Body,
-110.2074246,38.8783804,0,Foxes Have Holes - Fox Body,
-110.0792045,38.4440532,0,Foxes Have Holes - Fox Body,
-110.1866942,38.8866687,0,Foxes Have Holes - Fox Body,
-110.2074246,38.8783804,0,Foxes Have Holes - Fox Body,
-107.9158709,34.6386322,0,Foxes Have Holes - Fox Body,
-107.9084903,34.6888859,0,Foxes Have Holes - Fox Body,
-107.95581,34.3758811,0,Foxes Have Holes - Fox Body,
-107.9158709,34.6386322,0,Foxes Have Holes - Fox Body,
-109.2793526,35.6713567,0,Foxes Have Holes - Fox Body,
-109.0767578,35.1091612,0,Foxes Have Holes - Fox Body,
-109.2703887,35.6698007,0,Foxes Have Holes - Fox Body,
-109.2716303,35.6733695,0,Foxes Have Holes - Fox Body,
-109.2803203,35.6740224,0,Foxes Have Holes - Fox Body,
-109.2793526,35.6713567,0,Foxes Have Holes - Fox Body,
-109.0519135,38.7071416,0,Foxes Have Holes - Fox Body,
-109.1055863,38.64782,0,Foxes Have Holes - Fox Body,
-109.1537303,38.6571024,0,Foxes Have Holes - Fox Body,
-109.2511572,38.6374448,0,Foxes Have Holes - Fox Body,
-109.4064304,38.519974,0,Foxes Have Holes - Fox Body,
-109.3695179,38.4556595,0,Foxes Have Holes - Fox Body,
-109.3820657,38.3913438,0,Foxes Have Holes - Fox Body,
-109.3329923,38.3516057,0,Foxes Have Holes - Fox Body,
-109.1714136,38.2902639,0,Foxes Have Holes - Fox Body,
-109.0963236,38.2313908,0,Foxes Have Holes - Fox Body,
-109.0541901,38.2932579,0,Foxes Have Holes - Fox Body,
-109.0313338,38.393604,0,Foxes Have Holes - Fox Body,
-108.9538249,38.4339643,0,Foxes Have Holes - Fox Body,
-109.0329003,38.5237998,0,Foxes Have Holes - Fox Body,
-108.9845332,38.5527899,0,Foxes Have Holes - Fox Body,
-108.9965345,38.6676209,0,Foxes Have Holes - Fox Body,
-109.0519135,38.7071416,0,Foxes Have Holes - Fox Body,
-110.0619411,38.3724467,0,Foxes Have Holes - Fox Body,
-110.059831,38.3560653,0,Foxes Have Holes - Fox Body,
-110.0539924,38.3339855,0,Foxes Have Holes - Fox Body,
-110.036485,38.3237513,0,Foxes Have Holes - Fox Body,
-110.0206922,38.3118992,0,Foxes Have Holes - Fox Body,
-110.0116007,38.3041722,0,Foxes Have Holes - Fox Body,
-109.9990768,38.2980539,0,Foxes Have Holes - Fox Body,
-109.9863697,38.2949673,0,Foxes Have Holes - Fox Body,
-109.9551603,38.3045842,0,Foxes Have Holes - Fox Body,
-109.9164045,38.3249418,0,Foxes Have Holes - Fox Body,
-109.9026839,38.3544811,0,Foxes Have Holes - Fox Body,
-109.9280805,38.3888723,0,Foxes Have Holes - Fox Body,
-109.9527671,38.4146051,0,Foxes Have Holes - Fox Body,
-109.9955298,38.4363167,0,Foxes Have Holes - Fox Body,
-110.0236355,38.4367138,0,Foxes Have Holes - Fox Body,
-110.0376791,38.4311946,0,Foxes Have Holes - Fox Body,
-110.0432233,38.42164,0,Foxes Have Holes - Fox Body,
-110.0517293,38.4148549,0,Foxes Have Holes - Fox Body,
-110.0581087,38.4014889,0,Foxes Have Holes - Fox Body,
-110.0633073,38.3898262,0,Foxes Have Holes - Fox Body,
-110.0792045,38.4440532,0,Foxes Have Holes - Fox Body,
-110.0619411,38.3724467,0,Foxes Have Holes - Fox Body,
-108.1687989,37.7443111,0,Foxes Have Holes - Fox Body,
-108.2341694,37.8585754,0,Foxes Have Holes - Fox Body,
-108.2996809,37.903395,0,Foxes Have Holes - Fox Body,
-108.4517839,38.0058482,0,Foxes Have Holes - Fox Body,
-108.6151175,38.0171679,0,Foxes Have Holes - Fox Body,
-108.8343435,38.0961139,0,Foxes Have Holes - Fox Body,
-108.9664274,38.2192174,0,Foxes Have Holes - Fox Body,
-108.9996441,38.1047059,0,Foxes Have Holes - Fox Body,
-109.3846672,38.2212626,0,Foxes Have Holes - Fox Body,
-109.360934,38.2038947,0,Foxes Have Holes - Fox Body,
-109.0442631,38.0045314,0,Foxes Have Holes - Fox Body,
-108.8442437,37.8428173,0,Foxes Have Holes - Fox Body,
-108.7275318,37.6721194,0,Foxes Have Holes - Fox Body,
-108.6085855,37.5781757,0,Foxes Have Holes - Fox Body,
-108.5396356,37.4918538,0,Foxes Have Holes - Fox Body,
-108.4049263,37.4620942,0,Foxes Have Holes - Fox Body,
-108.3214606,37.4844403,0,Foxes Have Holes - Fox Body,
-108.2406151,37.5939095,0,Foxes Have Holes - Fox Body,
-108.1704234,37.645207,0,Foxes Have Holes - Fox Body,
-108.1692074,37.7194131,0,Foxes Have Holes - Fox Body,
-108.1007898,37.6245048,0,Foxes Have Holes - Fox Body,
-108.1687989,37.7443111,0,Foxes Have Holes - Fox Body,
-111.9883177,37.8611571,0,Foxes Have Holes - Fox Body,
-111.9800106,37.7543178,0,Foxes Have Holes - Fox Body,
-111.8676632,37.5750822,0,Foxes Have Holes - Fox Body,
-111.7983241,37.5023492,0,Foxes Have Holes - Fox Body,
-111.6822831,37.42726,0,Foxes Have Holes - Fox Body,
-111.5054895,37.3825656,0,Foxes Have Holes - Fox Body,
-111.3883703,37.3157988,0,Foxes Have Holes - Fox Body,
-111.1706291,37.1157161,0,Foxes Have Holes - Fox Body,
-111.0399917,37.0811758,0,Foxes Have Holes - Fox Body,
-111.0192036,37.1605194,0,Foxes Have Holes - Fox Body,
-110.9965798,37.3234898,0,Foxes Have Holes - Fox Body,
-110.9685207,37.4776487,0,Foxes Have Holes - Fox Body,
-111.0582315,37.7296773,0,Foxes Have Holes - Fox Body,
-111.1594401,37.929242,0,Foxes Have Holes - Fox Body,
-111.2373183,38.1060621,0,Foxes Have Holes - Fox Body,
-111.3807468,38.1727026,0,Foxes Have Holes - Fox Body,
-111.4307127,38.2565408,0,Foxes Have Holes - Fox Body,
-111.471461,38.2551338,0,Foxes Have Holes - Fox Body,
-111.5428297,38.2497293,0,Foxes Have Holes - Fox Body,
-111.6116562,38.1109784,0,Foxes Have Holes - Fox Body,
-111.751626,38.0649816,0,Foxes Have Holes - Fox Body,
-111.7861024,38.0148344,0,Foxes Have Holes - Fox Body,
-111.9084037,38.0100952,0,Foxes Have Holes - Fox Body,
-111.9683135,37.9311041,0,Foxes Have Holes - Fox Body,
-111.9883177,37.8611571,0,Foxes Have Holes - Fox Body,
-110.3305292,38.8490182,0,Foxes Have Holes - Fox Body,
-110.3627031,38.917426,0,Foxes Have Holes - Fox Body,
-110.3691899,39.0392984,0,Foxes Have Holes - Fox Body,
-110.4536087,39.2019347,0,Foxes Have Holes - Fox Body,
-110.4393133,39.2945828,0,Foxes Have Holes - Fox Body,
-110.5791781,39.5465561,0,Foxes Have Holes - Fox Body,
-110.6383189,39.652188,0,Foxes Have Holes - Fox Body,
-110.7085842,39.6943291,0,Foxes Have Holes - Fox Body,
-110.8107594,39.7277872,0,Foxes Have Holes - Fox Body,
-111.0115453,39.7635016,0,Foxes Have Holes - Fox Body,
-110.9321834,39.6977967,0,Foxes Have Holes - Fox Body,
-110.8891403,39.6568187,0,Foxes Have Holes - Fox Body,
-110.874852,39.6066734,0,Foxes Have Holes - Fox Body,
-110.83485,39.5379674,0,Foxes Have Holes - Fox Body,
-110.8285967,39.4845615,0,Foxes Have Holes - Fox Body,
-110.8717149,39.3908625,0,Foxes Have Holes - Fox Body,
-110.9720122,39.2878963,0,Foxes Have Holes - Fox Body,
-111.0303577,39.2151095,0,Foxes Have Holes - Fox Body,
-110.9623686,39.1933586,0,Foxes Have Holes - Fox Body,
-110.8470226,39.1660338,0,Foxes Have Holes - Fox Body,
-110.8295439,39.2091734,0,Foxes Have Holes - Fox Body,
-110.7351724,39.1373008,0,Foxes Have Holes - Fox Body,
-110.8344661,39.11977,0,Foxes Have Holes - Fox Body,
-110.8675876,39.1003363,0,Foxes Have Holes - Fox Body,
-110.8759847,39.0553224,0,Foxes Have Holes - Fox Body,
-110.8198018,38.9079544,0,Foxes Have Holes - Fox Body,
-110.854302,38.8395471,0,Foxes Have Holes - Fox Body,
-110.9095196,38.8085538,0,Foxes Have Holes - Fox Body,
-110.9618429,38.766256,0,Foxes Have Holes - Fox Body,
-111.0195808,38.7067992,0,Foxes Have Holes - Fox Body,
-111.03838,38.6226031,0,Foxes Have Holes - Fox Body,
-111.0219005,38.5818207,0,Foxes Have Holes - Fox Body,
-110.9805197,38.5467021,0,Foxes Have Holes - Fox Body,
-110.9226811,38.5502232,0,Foxes Have Holes - Fox Body,
-110.7959947,38.5894412,0,Foxes Have Holes - Fox Body,
-110.6403496,38.6599144,0,Foxes Have Holes - Fox Body,
-110.4953028,38.7773001,0,Foxes Have Holes - Fox Body,
-110.3844376,38.8238151,0,Foxes Have Holes - Fox Body,
-110.326499,38.8404393,0,Foxes Have Holes - Fox Body,
-110.3294906,38.8468075,0,Foxes Have Holes - Fox Body,
-110.2837991,38.8658961,0,Foxes Have Holes - Fox Body,
-110.3305292,38.8490182,0,Foxes Have Holes - Fox Body,
-109.2896656,43.2519332,0,Birds Have Nests - Dove,
-109.1166789,43.1002516,0,Birds Have Nests - Dove,
-108.9991147,42.952261,0,Birds Have Nests - Dove,
-108.9117855,42.8509656,0,Birds Have Nests - Dove,
-108.8348812,42.7623043,0,Birds Have Nests - Dove,
-108.7769843,42.7159538,0,Birds Have Nests - Dove,
-108.7014332,42.6605456,0,Birds Have Nests - Dove,
-108.6738572,42.6142782,0,Birds Have Nests - Dove,
-108.4816716,42.5140675,0,Birds Have Nests - Dove,
-108.414055,42.4920002,0,Birds Have Nests - Dove,
-108.2218829,42.487295,0,Birds Have Nests - Dove,
-108.1081391,42.4429205,0,Birds Have Nests - Dove,
-108.0238103,42.4226785,0,Birds Have Nests - Dove,
-107.9679262,42.4388799,0,Birds Have Nests - Dove,
-107.8955501,42.4347741,0,Birds Have Nests - Dove,
-107.859616,42.400631,0,Birds Have Nests - Dove,
-107.7758176,42.4038054,0,Birds Have Nests - Dove,
-107.6844967,42.4012467,0,Birds Have Nests - Dove,
-107.6025934,42.3833391,0,Birds Have Nests - Dove,
-107.5427352,42.3369819,0,Birds Have Nests - Dove,
-107.4829335,42.318964,0,Birds Have Nests - Dove,
-107.4338184,42.3322675,0,Birds Have Nests - Dove,
-107.3297542,42.3333369,0,Birds Have Nests - Dove,
-107.1813654,42.2927413,0,Birds Have Nests - Dove,
-107.0770687,42.2439367,0,Birds Have Nests - Dove,
-107.0042048,42.2165954,0,Birds Have Nests - Dove,
-106.8819808,42.1932396,0,Birds Have Nests - Dove,
-106.7612118,42.1849445,0,Birds Have Nests - Dove,
-106.6808474,42.2093569,0,Birds Have Nests - Dove,
-106.5554954,42.236783,0,Birds Have Nests - Dove,
-106.4796501,42.1664757,0,Birds Have Nests - Dove,
-106.3904232,42.2683312,0,Birds Have Nests - Dove,
-106.4085011,42.1376737,0,Birds Have Nests - Dove,
-106.1102718,42.0321228,0,Birds Have Nests - Dove,
-105.9340673,41.9347358,0,Birds Have Nests - Dove,
-105.416985,41.7863951,0,Birds Have Nests - Dove,
-105.4944147,41.5775134,0,Birds Have Nests - Dove,
-105.4547917,41.4750086,0,Birds Have Nests - Dove,
-105.366923,41.3968159,0,Birds Have Nests - Dove,
-105.3667767,41.3046457,0,Birds Have Nests - Dove,
-105.2849373,41.2034079,0,Birds Have Nests - Dove,
-105.1483392,41.2012194,0,Birds Have Nests - Dove,
-105.0567101,41.2444671,0,Birds Have Nests - Dove,
-104.9409564,41.2650999,0,Birds Have Nests - Dove,
-104.7871575,41.2870489,0,Birds Have Nests - Dove,
-104.6488667,41.2954822,0,Birds Have Nests - Dove,
-104.5448236,41.3751565,0,Birds Have Nests - Dove,
-104.3120893,41.411847,0,Birds Have Nests - Dove,
-104.0861044,41.4625693,0,Birds Have Nests - Dove,
-103.9686664,41.5699325,0,Birds Have Nests - Dove,
-103.7847455,41.6051858,0,Birds Have Nests - Dove,
-103.6911447,41.6376966,0,Birds Have Nests - Dove,
-103.5185003,41.6954776,0,Birds Have Nests - Dove,
-103.5485394,41.7938516,0,Birds Have Nests - Dove,
-103.4601037,41.7870456,0,Birds Have Nests - Dove,
-103.7072954,41.9424992,0,Birds Have Nests - Dove,
-104.1656917,42.0688336,0,Birds Have Nests - Dove,
-104.3249935,42.1462645,0,Birds Have Nests - Dove,
-105.0276743,42.2931253,0,Birds Have Nests - Dove,
-105.0872588,42.3246596,0,Birds Have Nests - Dove,
-104.8535693,42.4429485,0,Birds Have Nests - Dove,
-104.4711944,42.4170528,0,Birds Have Nests - Dove,
-104.2683916,42.4216135,0,Birds Have Nests - Dove,
-104.1143354,42.4092737,0,Birds Have Nests - Dove,
-104.0044721,42.46603,0,Birds Have Nests - Dove,
-103.623193,42.5169668,0,Birds Have Nests - Dove,
-103.3498634,42.5556932,0,Birds Have Nests - Dove,
-103.1896853,42.5727584,0,Birds Have Nests - Dove,
-102.9542804,42.6822786,0,Birds Have Nests - Dove,
-102.8506359,42.7552467,0,Birds Have Nests - Dove,
-102.7341679,42.8824949,0,Birds Have Nests - Dove,
-102.5789048,43.0297055,0,Birds Have Nests - Dove,
-102.5876329,43.1547067,0,Birds Have Nests - Dove,
-102.880967,43.361342,0,Birds Have Nests - Dove,
-103.0336008,43.4972468,0,Birds Have Nests - Dove,
-103.0739842,43.4131597,0,Birds Have Nests - Dove,
-103.1964319,43.3365303,0,Birds Have Nests - Dove,
-103.426569,43.2804332,0,Birds Have Nests - Dove,
-103.8409383,43.2391483,0,Birds Have Nests - Dove,
-104.54472,43.1642865,0,Birds Have Nests - Dove,
-105.0916642,43.0567121,0,Birds Have Nests - Dove,
-105.4381879,42.9865784,0,Birds Have Nests - Dove,
-105.7952436,42.9262739,0,Birds Have Nests - Dove,
-105.927675,42.9496469,0,Birds Have Nests - Dove,
-105.9503629,43.0212069,0,Birds Have Nests - Dove,
-105.9649858,43.1444492,0,Birds Have Nests - Dove,
-106.049847,43.2823694,0,Birds Have Nests - Dove,
-106.0865338,43.3719477,0,Birds Have Nests - Dove,
-106.0903107,43.4295739,0,Birds Have Nests - Dove,
-106.115765,43.4939437,0,Birds Have Nests - Dove,
-106.1737261,43.5568723,0,Birds Have Nests - Dove,
-106.208686,43.582396,0,Birds Have Nests - Dove,
-106.2519028,43.6079064,0,Birds Have Nests - Dove,
-106.3740995,43.6309096,0,Birds Have Nests - Dove,
-106.4908731,43.6638071,0,Birds Have Nests - Dove,
-106.5961063,43.6848429,0,Birds Have Nests - Dove,
-106.6423559,43.6848831,0,Birds Have Nests - Dove,
-106.7724903,43.6180855,0,Birds Have Nests - Dove,
-106.7917164,43.5872574,0,Birds Have Nests - Dove,
-106.7724816,43.4243648,0,Birds Have Nests - Dove,
-106.8163369,43.3830238,0,Birds Have Nests - Dove,
-106.8046313,43.2653531,0,Birds Have Nests - Dove,
-106.7901977,43.193111,0,Birds Have Nests - Dove,
-106.785931,43.0961348,0,Birds Have Nests - Dove,
-106.6808877,42.9376308,0,Birds Have Nests - Dove,
-106.9207964,42.9437213,0,Birds Have Nests - Dove,
-107.5110286,42.9395,0,Birds Have Nests - Dove,
-108.3789485,43.0519962,0,Birds Have Nests - Dove,
-108.8348812,43.1803111,0,Birds Have Nests - Dove,
-109.2468685,43.336331,0,Birds Have Nests - Dove,
-109.4975453,43.4119871,0,Birds Have Nests - Dove,
-109.2896656,43.2519332,0,Birds Have Nests - Dove,
-106.9362408,43.9936231,0,Birds Haves Nests - Leaf,
-106.9296427,43.9990937,0,Birds Haves Nests - Leaf,
-106.903551,43.9872328,0,Birds Haves Nests - Leaf,
-106.866194,43.9810686,0,Birds Haves Nests - Leaf,
-106.8468812,43.9853792,0,Birds Haves Nests - Leaf,
-106.8715299,44.0766163,0,Birds Haves Nests - Leaf,
-106.8646636,44.1929192,0,Birds Haves Nests - Leaf,
-106.8866365,44.296216,0,Birds Haves Nests - Leaf,
-106.9518859,44.4167232,0,Birds Haves Nests - Leaf,
-106.9594391,44.4530052,0,Birds Haves Nests - Leaf,
-106.9739384,44.4969595,0,Birds Haves Nests - Leaf,
-106.977668,44.5432234,0,Birds Haves Nests - Leaf,
-106.9608124,44.5710106,0,Birds Haves Nests - Leaf,
-107.0336365,44.5346228,0,Birds Haves Nests - Leaf,
-107.0850984,44.507193,0,Birds Haves Nests - Leaf,
-107.1667876,44.5365376,0,Birds Haves Nests - Leaf,
-107.2160961,44.6392222,0,Birds Haves Nests - Leaf,
-107.2820246,44.7193089,0,Birds Haves Nests - Leaf,
-107.3563019,44.8012111,0,Birds Haves Nests - Leaf,
-107.4345787,44.8693812,0,Birds Haves Nests - Leaf,
-107.5073638,44.9034359,0,Birds Haves Nests - Leaf,
-107.5728473,44.9149088,0,Birds Haves Nests - Leaf,
-107.6172497,44.9148025,0,Birds Haves Nests - Leaf,
-107.6534378,44.9574758,0,Birds Haves Nests - Leaf,
